CPP,Indicator,Type,Year,value
Aberdeenshire,Child Poverty,Projected,2019/20,7.397755169317025
Angus,Child Poverty,Projected,2019/20,13.276228734171232
Argyll and Bute,Child Poverty,Projected,2019/20,13.818688595649064
Clackmannanshire,Child Poverty,Projected,2019/20,18.475165855509484
Dumfries and Galloway,Child Poverty,Projected,2019/20,17.090447660989344
Dundee City,Child Poverty,Projected,2019/20,21.49880506161681
East Ayrshire,Child Poverty,Projected,2019/20,20.549383140962902
East Dunbartonshire,Child Poverty,Projected,2019/20,10.707490307531037
East Lothian,Child Poverty,Projected,2019/20,13.497691438786994
East Renfrewshire,Child Poverty,Projected,2019/20,8.267945333222874
"Edinburgh, City of",Child Poverty,Projected,2019/20,14.542937906799958
Eilean Siar,Child Poverty,Projected,2019/20,9.339350926767919
Falkirk,Child Poverty,Projected,2019/20,16.476173980293044
Fife,Child Poverty,Projected,2019/20,18.051365419022066
Glasgow City,Child Poverty,Projected,2019/20,26.139147845351463
Highland,Child Poverty,Projected,2019/20,12.354311703522596
Inverclyde,Child Poverty,Projected,2019/20,22.994284044864116
Midlothian,Child Poverty,Projected,2019/20,18.368483846827882
Moray,Child Poverty,Projected,2019/20,11.213229428965098
North Ayrshire,Child Poverty,Projected,2019/20,25.50964873406922
North Lanarkshire,Child Poverty,Projected,2019/20,19.773965012851573
Orkney Islands,Child Poverty,Projected,2019/20,10.208616604600453
Perth and Kinross,Child Poverty,Projected,2019/20,11.932321619271022
Renfrewshire,Child Poverty,Projected,2019/20,17.396011127024742
Scotland,Child Poverty,Projected,2019/20,16.691378683633474
Scottish Borders,Child Poverty,Projected,2019/20,14.207402678032325
Shetland Islands,Child Poverty,Projected,2019/20,7.285395147681832
South Ayrshire,Child Poverty,Projected,2019/20,17.41747893228688
South Lanarkshire,Child Poverty,Projected,2019/20,16.99351468489679
Stirling,Child Poverty,Projected,2019/20,12.88410257210554
West Dunbartonshire,Child Poverty,Projected,2019/20,21.73654422297224
West Lothian,Child Poverty,Projected,2019/20,16.276707949770785
Aberdeen City,Child Poverty,Projected,2020/21,9.35522717174882
Aberdeenshire,Child Poverty,Projected,2020/21,7.261221120057375
Angus,Child Poverty,Projected,2020/21,13.198910582434037
Argyll and Bute,Child Poverty,Projected,2020/21,13.848579678199917
Clackmannanshire,Child Poverty,Projected,2020/21,18.08744144129894
Dumfries and Galloway,Child Poverty,Projected,2020/21,17.228470843344176
Dundee City,Child Poverty,Projected,2020/21,21.111412528140132
East Ayrshire,Child Poverty,Projected,2020/21,20.425083874944704
East Dunbartonshire,Child Poverty,Projected,2020/21,10.750043609072435
East Lothian,Child Poverty,Projected,2020/21,13.457303705242099
East Renfrewshire,Child Poverty,Projected,2020/21,8.072841257282212
"Edinburgh, City of",Child Poverty,Projected,2020/21,14.204611265172966
Eilean Siar,Child Poverty,Projected,2020/21,9.293761433780565
Falkirk,Child Poverty,Projected,2020/21,16.411161702011757
Fife,Child Poverty,Projected,2020/21,17.91911115112904
Glasgow City,Child Poverty,Projected,2020/21,25.50092808684123
Highland,Child Poverty,Projected,2020/21,12.1669557098844
Inverclyde,Child Poverty,Projected,2020/21,23.05716689245455
Midlothian,Child Poverty,Projected,2020/21,18.54765959223883
Moray,Child Poverty,Projected,2020/21,11.16212432002456
North Ayrshire,Child Poverty,Projected,2020/21,25.676139228683486
North Lanarkshire,Child Poverty,Projected,2020/21,19.6124966849972
Orkney Islands,Child Poverty,Projected,2020/21,10.342743982159073
Perth and Kinross,Child Poverty,Projected,2020/21,12.045212552503877
Renfrewshire,Child Poverty,Projected,2020/21,17.250150660743586
Scotland,Child Poverty,Projected,2020/21,16.51254330835057
Scottish Borders,Child Poverty,Projected,2020/21,14.3277493379805
Shetland Islands,Child Poverty,Projected,2020/21,7.321470421886371
South Ayrshire,Child Poverty,Projected,2020/21,17.365323448322282
South Lanarkshire,Child Poverty,Projected,2020/21,16.844125465910576
Stirling,Child Poverty,Projected,2020/21,12.847353376949464
West Dunbartonshire,Child Poverty,Projected,2020/21,21.421826363622547
West Lothian,Child Poverty,Projected,2020/21,16.162126183179314
Aberdeen City,S4 Tariff Score,Raw data,2006/07,161
Aberdeenshire,S4 Tariff Score,Raw data,2006/07,188
Angus,S4 Tariff Score,Raw data,2006/07,165
Argyll and Bute,S4 Tariff Score,Raw data,2006/07,184
Clackmannanshire,S4 Tariff Score,Raw data,2006/07,163
Dumfries and Galloway,S4 Tariff Score,Raw data,2006/07,188
Dundee City,S4 Tariff Score,Raw data,2006/07,146
East Ayrshire,S4 Tariff Score,Raw data,2006/07,160
East Dunbartonshire,S4 Tariff Score,Raw data,2006/07,206
East Lothian,S4 Tariff Score,Raw data,2006/07,180
East Renfrewshire,S4 Tariff Score,Raw data,2006/07,237
"Edinburgh, City of",S4 Tariff Score,Raw data,2006/07,174
Eilean Siar,S4 Tariff Score,Raw data,2006/07,169
Falkirk,S4 Tariff Score,Raw data,2006/07,166
Fife,S4 Tariff Score,Raw data,2006/07,162
Glasgow City,S4 Tariff Score,Raw data,2006/07,151
Highland,S4 Tariff Score,Raw data,2006/07,181
Inverclyde,S4 Tariff Score,Raw data,2006/07,175
Midlothian,S4 Tariff Score,Raw data,2006/07,177
Moray,S4 Tariff Score,Raw data,2006/07,187
North Ayrshire,S4 Tariff Score,Raw data,2006/07,159
North Lanarkshire,S4 Tariff Score,Raw data,2006/07,160
Orkney Islands,S4 Tariff Score,Raw data,2006/07,191
Perth and Kinross,S4 Tariff Score,Raw data,2006/07,177
Renfrewshire,S4 Tariff Score,Raw data,2006/07,176
Scotland,S4 Tariff Score,Raw data,2006/07,171
Scottish Borders,S4 Tariff Score,Raw data,2006/07,180
Shetland Islands,S4 Tariff Score,Raw data,2006/07,186
South Ayrshire,S4 Tariff Score,Raw data,2006/07,171
South Lanarkshire,S4 Tariff Score,Raw data,2006/07,167
Stirling,S4 Tariff Score,Raw data,2006/07,181
West Dunbartonshire,S4 Tariff Score,Raw data,2006/07,163
West Lothian,S4 Tariff Score,Raw data,2006/07,180
Aberdeen City,S4 Tariff Score,Raw data,2007/08,167
Aberdeenshire,S4 Tariff Score,Raw data,2007/08,190
Angus,S4 Tariff Score,Raw data,2007/08,177
Argyll and Bute,S4 Tariff Score,Raw data,2007/08,185
Clackmannanshire,S4 Tariff Score,Raw data,2007/08,169
Dumfries and Galloway,S4 Tariff Score,Raw data,2007/08,183
Dundee City,S4 Tariff Score,Raw data,2007/08,144
East Ayrshire,S4 Tariff Score,Raw data,2007/08,161
East Dunbartonshire,S4 Tariff Score,Raw data,2007/08,206
East Lothian,S4 Tariff Score,Raw data,2007/08,187
East Renfrewshire,S4 Tariff Score,Raw data,2007/08,253
"Edinburgh, City of",S4 Tariff Score,Raw data,2007/08,176
Eilean Siar,S4 Tariff Score,Raw data,2007/08,179
Falkirk,S4 Tariff Score,Raw data,2007/08,171
Fife,S4 Tariff Score,Raw data,2007/08,168
Glasgow City,S4 Tariff Score,Raw data,2007/08,152
Highland,S4 Tariff Score,Raw data,2007/08,185
Inverclyde,S4 Tariff Score,Raw data,2007/08,176
Midlothian,S4 Tariff Score,Raw data,2007/08,180
Moray,S4 Tariff Score,Raw data,2007/08,192
North Ayrshire,S4 Tariff Score,Raw data,2007/08,160
North Lanarkshire,S4 Tariff Score,Raw data,2007/08,167
Orkney Islands,S4 Tariff Score,Raw data,2007/08,183
Perth and Kinross,S4 Tariff Score,Raw data,2007/08,187
Renfrewshire,S4 Tariff Score,Raw data,2007/08,176
Scotland,S4 Tariff Score,Raw data,2007/08,175
Scottish Borders,S4 Tariff Score,Raw data,2007/08,179
Shetland Islands,S4 Tariff Score,Raw data,2007/08,199
South Ayrshire,S4 Tariff Score,Raw data,2007/08,178
South Lanarkshire,S4 Tariff Score,Raw data,2007/08,173
Stirling,S4 Tariff Score,Raw data,2007/08,185
West Dunbartonshire,S4 Tariff Score,Raw data,2007/08,171
West Lothian,S4 Tariff Score,Raw data,2007/08,186
Aberdeen City,S4 Tariff Score,Raw data,2008/09,169
Aberdeenshire,S4 Tariff Score,Raw data,2008/09,191
Angus,S4 Tariff Score,Raw data,2008/09,173
Argyll and Bute,S4 Tariff Score,Raw data,2008/09,183
Clackmannanshire,S4 Tariff Score,Raw data,2008/09,188
Dumfries and Galloway,S4 Tariff Score,Raw data,2008/09,193
Dundee City,S4 Tariff Score,Raw data,2008/09,155
East Ayrshire,S4 Tariff Score,Raw data,2008/09,171
East Dunbartonshire,S4 Tariff Score,Raw data,2008/09,210
East Lothian,S4 Tariff Score,Raw data,2008/09,192
East Renfrewshire,S4 Tariff Score,Raw data,2008/09,259
"Edinburgh, City of",S4 Tariff Score,Raw data,2008/09,181
Eilean Siar,S4 Tariff Score,Raw data,2008/09,198
Falkirk,S4 Tariff Score,Raw data,2008/09,181
Fife,S4 Tariff Score,Raw data,2008/09,171
Glasgow City,S4 Tariff Score,Raw data,2008/09,157
Highland,S4 Tariff Score,Raw data,2008/09,188
Inverclyde,S4 Tariff Score,Raw data,2008/09,178
Midlothian,S4 Tariff Score,Raw data,2008/09,185
Moray,S4 Tariff Score,Raw data,2008/09,199
North Ayrshire,S4 Tariff Score,Raw data,2008/09,170
North Lanarkshire,S4 Tariff Score,Raw data,2008/09,172
Orkney Islands,S4 Tariff Score,Raw data,2008/09,186
Perth and Kinross,S4 Tariff Score,Raw data,2008/09,182
Renfrewshire,S4 Tariff Score,Raw data,2008/09,183
Scotland,S4 Tariff Score,Raw data,2008/09,180
Scottish Borders,S4 Tariff Score,Raw data,2008/09,183
Shetland Islands,S4 Tariff Score,Raw data,2008/09,197
South Ayrshire,S4 Tariff Score,Raw data,2008/09,177
South Lanarkshire,S4 Tariff Score,Raw data,2008/09,175
Stirling,S4 Tariff Score,Raw data,2008/09,184
West Dunbartonshire,S4 Tariff Score,Raw data,2008/09,172
West Lothian,S4 Tariff Score,Raw data,2008/09,194
Aberdeen City,S4 Tariff Score,Raw data,2009/10,177
Aberdeenshire,S4 Tariff Score,Raw data,2009/10,191
Angus,S4 Tariff Score,Raw data,2009/10,177
Argyll and Bute,S4 Tariff Score,Raw data,2009/10,191
Clackmannanshire,S4 Tariff Score,Raw data,2009/10,188
Dumfries and Galloway,S4 Tariff Score,Raw data,2009/10,196
Dundee City,S4 Tariff Score,Raw data,2009/10,157
East Ayrshire,S4 Tariff Score,Raw data,2009/10,165
East Dunbartonshire,S4 Tariff Score,Raw data,2009/10,214
East Lothian,S4 Tariff Score,Raw data,2009/10,196
East Renfrewshire,S4 Tariff Score,Raw data,2009/10,254
"Edinburgh, City of",S4 Tariff Score,Raw data,2009/10,184
Eilean Siar,S4 Tariff Score,Raw data,2009/10,192
Falkirk,S4 Tariff Score,Raw data,2009/10,186
Fife,S4 Tariff Score,Raw data,2009/10,175
Glasgow City,S4 Tariff Score,Raw data,2009/10,161
Highland,S4 Tariff Score,Raw data,2009/10,186
Inverclyde,S4 Tariff Score,Raw data,2009/10,180
Midlothian,S4 Tariff Score,Raw data,2009/10,181
Moray,S4 Tariff Score,Raw data,2009/10,196
North Ayrshire,S4 Tariff Score,Raw data,2009/10,175
North Lanarkshire,S4 Tariff Score,Raw data,2009/10,173
Orkney Islands,S4 Tariff Score,Raw data,2009/10,189
Perth and Kinross,S4 Tariff Score,Raw data,2009/10,188
Renfrewshire,S4 Tariff Score,Raw data,2009/10,184
Scotland,S4 Tariff Score,Raw data,2009/10,182
Scottish Borders,S4 Tariff Score,Raw data,2009/10,188
Shetland Islands,S4 Tariff Score,Raw data,2009/10,203
South Ayrshire,S4 Tariff Score,Raw data,2009/10,190
South Lanarkshire,S4 Tariff Score,Raw data,2009/10,177
Stirling,S4 Tariff Score,Raw data,2009/10,189
West Dunbartonshire,S4 Tariff Score,Raw data,2009/10,172
West Lothian,S4 Tariff Score,Raw data,2009/10,189
Aberdeen City,S4 Tariff Score,Raw data,2010/11,172
Aberdeenshire,S4 Tariff Score,Raw data,2010/11,190
Angus,S4 Tariff Score,Raw data,2010/11,182
Argyll and Bute,S4 Tariff Score,Raw data,2010/11,185
Clackmannanshire,S4 Tariff Score,Raw data,2010/11,190
Dumfries and Galloway,S4 Tariff Score,Raw data,2010/11,200
Dundee City,S4 Tariff Score,Raw data,2010/11,163
East Ayrshire,S4 Tariff Score,Raw data,2010/11,174
East Dunbartonshire,S4 Tariff Score,Raw data,2010/11,218
East Lothian,S4 Tariff Score,Raw data,2010/11,198
East Renfrewshire,S4 Tariff Score,Raw data,2010/11,250
"Edinburgh, City of",S4 Tariff Score,Raw data,2010/11,188
Eilean Siar,S4 Tariff Score,Raw data,2010/11,196
Falkirk,S4 Tariff Score,Raw data,2010/11,192
Fife,S4 Tariff Score,Raw data,2010/11,176
Glasgow City,S4 Tariff Score,Raw data,2010/11,166
Highland,S4 Tariff Score,Raw data,2010/11,190
Inverclyde,S4 Tariff Score,Raw data,2010/11,181
Midlothian,S4 Tariff Score,Raw data,2010/11,184
Moray,S4 Tariff Score,Raw data,2010/11,193
North Ayrshire,S4 Tariff Score,Raw data,2010/11,180
North Lanarkshire,S4 Tariff Score,Raw data,2010/11,174
Orkney Islands,S4 Tariff Score,Raw data,2010/11,187
Perth and Kinross,S4 Tariff Score,Raw data,2010/11,190
Renfrewshire,S4 Tariff Score,Raw data,2010/11,182
Scotland,S4 Tariff Score,Raw data,2010/11,184
Scottish Borders,S4 Tariff Score,Raw data,2010/11,187
Shetland Islands,S4 Tariff Score,Raw data,2010/11,204
South Ayrshire,S4 Tariff Score,Raw data,2010/11,190
South Lanarkshire,S4 Tariff Score,Raw data,2010/11,178
Stirling,S4 Tariff Score,Raw data,2010/11,191
West Dunbartonshire,S4 Tariff Score,Raw data,2010/11,172
West Lothian,S4 Tariff Score,Raw data,2010/11,188
Aberdeen City,S4 Tariff Score,Raw data,2011/12,174
Aberdeenshire,S4 Tariff Score,Raw data,2011/12,188
Angus,S4 Tariff Score,Raw data,2011/12,180
Argyll and Bute,S4 Tariff Score,Raw data,2011/12,194
Clackmannanshire,S4 Tariff Score,Raw data,2011/12,191
Dumfries and Galloway,S4 Tariff Score,Raw data,2011/12,210
Dundee City,S4 Tariff Score,Raw data,2011/12,162
East Ayrshire,S4 Tariff Score,Raw data,2011/12,180
East Dunbartonshire,S4 Tariff Score,Raw data,2011/12,221
East Lothian,S4 Tariff Score,Raw data,2011/12,196
East Renfrewshire,S4 Tariff Score,Raw data,2011/12,264
"Edinburgh, City of",S4 Tariff Score,Raw data,2011/12,192
Eilean Siar,S4 Tariff Score,Raw data,2011/12,197
Falkirk,S4 Tariff Score,Raw data,2011/12,194
Fife,S4 Tariff Score,Raw data,2011/12,180
Glasgow City,S4 Tariff Score,Raw data,2011/12,173
Highland,S4 Tariff Score,Raw data,2011/12,187
Inverclyde,S4 Tariff Score,Raw data,2011/12,176
Midlothian,S4 Tariff Score,Raw data,2011/12,188
Moray,S4 Tariff Score,Raw data,2011/12,199
North Ayrshire,S4 Tariff Score,Raw data,2011/12,178
North Lanarkshire,S4 Tariff Score,Raw data,2011/12,180
Orkney Islands,S4 Tariff Score,Raw data,2011/12,202
Perth and Kinross,S4 Tariff Score,Raw data,2011/12,190
Renfrewshire,S4 Tariff Score,Raw data,2011/12,188
Scotland,S4 Tariff Score,Raw data,2011/12,188
Scottish Borders,S4 Tariff Score,Raw data,2011/12,192
Shetland Islands,S4 Tariff Score,Raw data,2011/12,204
South Ayrshire,S4 Tariff Score,Raw data,2011/12,200
South Lanarkshire,S4 Tariff Score,Raw data,2011/12,179
Stirling,S4 Tariff Score,Raw data,2011/12,202
West Dunbartonshire,S4 Tariff Score,Raw data,2011/12,175
West Lothian,S4 Tariff Score,Raw data,2011/12,207
Aberdeen City,S4 Tariff Score,Raw data,2012/13,183
Aberdeenshire,S4 Tariff Score,Raw data,2012/13,189
Angus,S4 Tariff Score,Raw data,2012/13,185
Argyll and Bute,S4 Tariff Score,Raw data,2012/13,190
Clackmannanshire,S4 Tariff Score,Raw data,2012/13,193
Dumfries and Galloway,S4 Tariff Score,Raw data,2012/13,219
Dundee City,S4 Tariff Score,Raw data,2012/13,167
East Ayrshire,S4 Tariff Score,Raw data,2012/13,183
East Dunbartonshire,S4 Tariff Score,Raw data,2012/13,225
East Lothian,S4 Tariff Score,Raw data,2012/13,191
East Renfrewshire,S4 Tariff Score,Raw data,2012/13,267
"Edinburgh, City of",S4 Tariff Score,Raw data,2012/13,193
Eilean Siar,S4 Tariff Score,Raw data,2012/13,202
Falkirk,S4 Tariff Score,Raw data,2012/13,195
Fife,S4 Tariff Score,Raw data,2012/13,186
Glasgow City,S4 Tariff Score,Raw data,2012/13,176
Highland,S4 Tariff Score,Raw data,2012/13,197
Inverclyde,S4 Tariff Score,Raw data,2012/13,186
Midlothian,S4 Tariff Score,Raw data,2012/13,189
Moray,S4 Tariff Score,Raw data,2012/13,202
North Ayrshire,S4 Tariff Score,Raw data,2012/13,192
North Lanarkshire,S4 Tariff Score,Raw data,2012/13,188
Orkney Islands,S4 Tariff Score,Raw data,2012/13,197
Perth and Kinross,S4 Tariff Score,Raw data,2012/13,205
Renfrewshire,S4 Tariff Score,Raw data,2012/13,190
Scotland,S4 Tariff Score,Raw data,2012/13,193
Scottish Borders,S4 Tariff Score,Raw data,2012/13,199
Shetland Islands,S4 Tariff Score,Raw data,2012/13,210
South Ayrshire,S4 Tariff Score,Raw data,2012/13,212
South Lanarkshire,S4 Tariff Score,Raw data,2012/13,183
Stirling,S4 Tariff Score,Raw data,2012/13,202
West Dunbartonshire,S4 Tariff Score,Raw data,2012/13,182
West Lothian,S4 Tariff Score,Raw data,2012/13,206
Aberdeen City,S4 Tariff Score,Imputed,2013/14,185.3267292220857
Aberdeenshire,S4 Tariff Score,Imputed,2013/14,186.90040117110584
Angus,S4 Tariff Score,Imputed,2013/14,186.82931279397218
Argyll and Bute,S4 Tariff Score,Imputed,2013/14,194.48258133521512
Clackmannanshire,S4 Tariff Score,Imputed,2013/14,206.61370607912843
Dumfries and Galloway,S4 Tariff Score,Imputed,2013/14,226.40650732353654
Dundee City,S4 Tariff Score,Imputed,2013/14,172.58182952918432
East Ayrshire,S4 Tariff Score,Imputed,2013/14,183.17672518894724
East Dunbartonshire,S4 Tariff Score,Imputed,2013/14,229.5985886833993
East Lothian,S4 Tariff Score,Imputed,2013/14,194.9639213958382
East Renfrewshire,S4 Tariff Score,Imputed,2013/14,274.44221927348997
"Edinburgh, City of",S4 Tariff Score,Imputed,2013/14,200.79321485949535
Eilean Siar,S4 Tariff Score,Imputed,2013/14,208.03994541057432
Falkirk,S4 Tariff Score,Imputed,2013/14,197.8327382954005
Fife,S4 Tariff Score,Imputed,2013/14,189.93645962911643
Glasgow City,S4 Tariff Score,Imputed,2013/14,180.66377402352254
Highland,S4 Tariff Score,Imputed,2013/14,195.86349307963226
Inverclyde,S4 Tariff Score,Imputed,2013/14,189.88012161398873
Midlothian,S4 Tariff Score,Imputed,2013/14,191.895727516175
Moray,S4 Tariff Score,Imputed,2013/14,204.95957261932756
North Ayrshire,S4 Tariff Score,Imputed,2013/14,193.88230725641878
North Lanarkshire,S4 Tariff Score,Imputed,2013/14,189.62697728871
Orkney Islands,S4 Tariff Score,Imputed,2013/14,197.6280862363427
Perth and Kinross,S4 Tariff Score,Imputed,2013/14,208.41155358298386
Renfrewshire,S4 Tariff Score,Imputed,2013/14,192.45226202092144
Scotland,S4 Tariff Score,Imputed,2013/14,195.36237310037401
Scottish Borders,S4 Tariff Score,Imputed,2013/14,198.8583809835817
Shetland Islands,S4 Tariff Score,Imputed,2013/14,213.82295593597533
South Ayrshire,S4 Tariff Score,Imputed,2013/14,217.0074471864607
South Lanarkshire,S4 Tariff Score,Imputed,2013/14,184.05882065756467
Stirling,S4 Tariff Score,Imputed,2013/14,202.01181483127078
West Dunbartonshire,S4 Tariff Score,Imputed,2013/14,185.29376881673477
West Lothian,S4 Tariff Score,Imputed,2013/14,210.27751193928287
Aberdeen City,S4 Tariff Score,Imputed,2014/15,187.55538283779777
Aberdeenshire,S4 Tariff Score,Imputed,2014/15,186.85522241065797
Angus,S4 Tariff Score,Imputed,2014/15,188.57943125640443
Argyll and Bute,S4 Tariff Score,Imputed,2014/15,195.72620736240708
Clackmannanshire,S4 Tariff Score,Imputed,2014/15,212.2459622348271
Dumfries and Galloway,S4 Tariff Score,Imputed,2014/15,230.76815639492563
Dundee City,S4 Tariff Score,Imputed,2014/15,175.59302546096436
East Ayrshire,S4 Tariff Score,Imputed,2014/15,184.65119913639862
